A-bomb,Атомная бОмба,ˈeɪbɔm
inapt,неподходЯщий,ɪnˈæpt
inaptitude,неспосОбность,ɪnˈæptɪtju:d
inaptitude,несоотвЕтствие,ɪnˈæptɪtju:d
inarch,прививАть,ɪnˈɑ:tʃ
inartful,неискУсный,ɪnˈɑ:tful
inarticulate,нечленораздЕльный,ˌɪnɑ:ˈtɪkjulɪt
inarticulate,молчалИвый,ˌɪnɑ:ˈtɪkjulɪt
inarticulate,немОй,ˌɪnɑ:ˈtɪkjulɪt
inartificial,неподдЕльный,ˌɪnɑ:tɪˈfɪʃəl
inartificial,естЕственный,ˌɪnɑ:tɪˈfɪʃəl
inartistic,нехудОжественный,ˌɪnɑ:ˈtɪstɪk
inartistic,лишЁнный худОжественного вкУса,ˌɪnɑ:ˈtɪstɪk
inattention,невнимАтельность,ˌɪnəˈtenʃən
inattentive,невнимАтельный,ˌɪnəˈtentɪv
inaudibility,невнЯтность,ɪnˌɔ:dəˈbɪlɪtɪ
inaudible,неслЫшный,ɪnˈɔ:dəbl
inaugurate,торжЕственно вводИть в дОлжность,ɪˈnɔ:gjureɪt
inaugurate,начинАть,ɪˈnɔ:gjureɪt
inauguration,торжЕственное открЫтие,ɪˌnɔ:gjuˈreɪʃən
inauguration,вступлЕние в дОлжность,ɪˌnɔ:gjuˈreɪʃən
inauspicious,зловЕщий,ˌɪnɔ:sˈpɪʃəs
inborn,врождЁнный,ˈɪnˈbɔ:n
inbound,прибывАющий,ˈɪnbaund
inbreak,вторжЕние,ˈɪnbreɪk
inbreathe,вдыхАть,ˈɪnˈbri:ð
inbred,рождЁнный от родИтелей,ˈɪnˈbred
inbred,вырождАющийся,ˈɪnˈbred
incalculable,несчЁтный,ɪnˈkælkjuləbl
incalculable,не поддаЮщийся учЁту,ɪnˈkælkjuləbl
incalculable,непредвИденный,ɪnˈkælkjuləbl
incandesce,накалЯть,ˌɪnkænˈdes
incandescence,накАл,ˈɪnkænˈdesns
incandescent,раскалЁнный,ˈɪnkænˈdesnt
incantation,заклинАние,ˌɪnkænˈteɪʃən
incantation,колдовствО,ˌɪnkænˈteɪʃən
incapability,неспосОбность,ɪnˌkeɪpəˈbɪlɪtɪ
incapable,неспосОбный,ɪnˈkeɪpəbl
incapacious,тЕсный,ˌɪnkəˈpeɪʃəs
incapacious,Узкий,ˌɪnkəˈpeɪʃəs
incapacitate,дЕлать неспосОбным,ˌɪnkəˈpæsɪteɪt
incapacitate,непригОдным,ˌɪnkəˈpæsɪteɪt
incapacitate,лишАть прАва,ˌɪnkəˈpæsɪteɪt
incapacity,неспосОбность,ˌɪnkəˈpæsɪtɪ
incarcerate,заключАть в тюрьмУ,ɪnˈkɑ:səreɪt
incarceration,заключЕние в тюрьмУ,ɪnˌkɑ:səˈreɪʃən
incarnation,воплощЕние,ɪˌɪnkɑ:ˈneɪʃən
incarnation,заживАние,ɪˌɪnkɑ:ˈneɪʃən
incautious,неосторОжный,ɪnˈkɔ:ʃəs
incendiarism,поджОг,ɪnˈsendjərɪzm
incendiarism,подстрекАтельство,ɪnˈsendjərɪzm
incensory,кадИльница,ˈɪnsensərɪ
inception,начАло,ɪnˈsepʃən
inceptive,начАльный,ɪnˈseptɪv
incertitude,неувЕренность,ɪnˈsə:tɪtju:d
incessant,непрекращАющийся,ɪnˈsesnt
incest,кровосмешЕние,ˈɪnsest
incestuous,кровосмесИтельный,ɪnˈsestjuəs
incestuous,винОвный в кровосмешЕнии,ɪnˈsestjuəs
inchest,упакОвывать в Ящики,ɪnˈtʃest
incidence,сфЕра дЕйствия,ˈɪnsɪdəns
incidence,падЕние,ˈɪnsɪdəns
incinerate,сжигАть,ɪnˈsɪnəreɪt
incineration,сжигАние,ɪnˈsɪnəˈreɪʃən
incinerator,мусоросжигАтельная печь,ɪnˈsɪnəreɪtə
incinerator,печь для кремАции,ɪnˈsɪnəreɪtə
incipience,начАло,ɪnˈsɪpɪəns
incipient,начинАющийся,ɪnˈsɪpɪənt
incise,дЕлать разрЕз,ɪnˈsaɪz
incise,вырезАть,ɪnˈsaɪz
incision,разрЕз,ɪnˈsɪʒən
incision,разрезАние,ɪnˈsɪʒən
incisive,Острый,ɪnˈsaɪsɪv
incisor,резЕц,ɪnˈsaɪzə
incite,возбуждАть,ɪnˈsaɪt
incite,побуждАть,ɪnˈsaɪt
incitement,подстрекАтельство,ɪnˈsaɪtmənt
incitement,побуждЕние,ɪnˈsaɪtmənt
incivility,невЕжливость,ˌɪnsɪˈvɪlɪtɪ
inclemency,сурОвость,ɪnˈklemənsɪ
inclement,сурОвый,ɪnˈklemənt
inclinable,склОнный,ɪnˈklaɪnəbl
inclinable,благоприЯтный,ɪnˈklaɪnəbl
inclinometer,креномЕр,ˌɪnklɪˈnɔmɪtə
include,заключАть,ɪnˈklu:d
include,включАть,ɪnˈklu:d
inclusion,включЕние,ɪnˈklu:ʒən
inclusion,присоединЕние,ɪnˈklu:ʒən
inclusive,включАющий в себЯ,ɪnˈklu:sɪv
incoagulability,несвЁртываемость,ˈɪnkəuˌægjuləˈbɪlɪtɪ
incoagulable,несвЁртываемый,ˌɪnkəuˈægjuləbl
incognita,к,ɪnˈkɔgnɪtə
incognizant,не знАющий,ɪnˈkɔgnɪzənt
incoherence,несвЯзность,ˌɪnkəuˈhɪərəns
incoherent,несвЯзный,ˌɪnkəuˈhɪərənt
incombustibility,несгорАемость,ˈɪnkəmˌbʌstəˈbɪlɪtɪ
incombustible,негорЮчий,ˌɪnkəmˈbʌstəbl
income,годовОй,ˈɪnkʌm
income-tax,подохОдный налОг,ˈɪnkəmtæks
incomer,входЯщий,ˈɪnˌkʌmə
incomer,пришЕлец,ˈɪnˌkʌmə
incomer,преЕмник,ˈɪnˌkʌmə
incommensurability,несоизмерИмость,ˈɪnkəˌmenʃərəˈbɪlɪtɪ
incommensurable,несоизмерИмый,ˌɪnkəˈmenʃərəbl
incommensurate,несоотвЕтствующий,ˌɪnkəˈmenʃərɪt
incommensurate,несоизмерИмый,ˌɪnkəˈmenʃərɪt
incommode,беспокОить,ˌɪnkəˈməud
incommodious,неудОбный,ˌɪnkəˈməudjəs
incommunicable,несообщАемый,ˌɪnkəˈmju:nɪkəbl
incommunicado,лишЁнный общЕния с людьмИ,ˈɪnkəˌmju:nɪˈkɑ:dəu
incommunicado,держАть взапертИ,ˈɪnkəˌmju:nɪˈkɑ:dəu
incommunicado,держАть в тюрьмЕ без прАва перепИски,ˈɪnkəˌmju:nɪˈkɑ:dəu
incommunicado,находЯщийся в одинОчном заключЕнии,ˈɪnkəˌmju:nɪˈkɑ:dəu
incommunicative,необщИтельный,ˌɪnkəˈmju:nɪkətɪv
incommutable,неизмЕнный,ˌɪnkəˈmju:təbl
incommutable,неразмЕнный,ˌɪnkəˈmju:təbl
incompact,неплОтный,ˌɪnkəmˈpækt
incomparable,несравнИмый,ɪnˈkɔmpərəbl
incomparable,несравнЕнный,ɪnˈkɔmpərəbl
incompatibility,несовместИмость,ˈɪnkəmˌpætəˈbɪlɪtɪ
incompatible,несовместИмый,ˌɪnkəmˈpætəbl
incompetence,некомпетЕнтность,ɪnˈkɔmpɪtəns
incompetent,некомпетЕнтный,ɪnˈkɔmpɪtənt
incomplete,непОлный,ˌɪnkəmˈpli:t
incomplete,несовершЕнный,ˌɪnkəmˈpli:t
incomplete,незавершЁнный,ˌɪnkəmˈpli:t
incompliance,несоглАсие,ˌɪnkəmˈplaɪəns
incompliance,неустУпчивость,ˌɪnkəmˈplaɪəns
incomprehensibility,непонЯтность,ɪnˌkɔmprɪhensəˈbɪlɪtɪ
incomprehensible,непонЯтный,ɪnˈkɔmprɪˈhensəbl
incomprehension,непонимАние,ɪnˈkɔmprɪˈhenʃən
incompressible,несжимАемый,ˌɪnkəmˈpresəbl
incomputable,неисчислИмый,ˌɪnkəmˈpju:təbl
inconceivability,непостижИмость,ˈɪnkənˈsi:vəˈbɪlɪtɪ
inconceivable,непостижИмый,ˌɪnkənˈsi:vəbl
inconclusive,неубедИтельный,ˌɪnkənˈklu:sɪv
inconclusive,нерешАющий,ˌɪnkənˈklu:sɪv
inconclusive,незавершЁнный,ˌɪnkənˈklu:sɪv
incondensable,несжимАемый,ˌɪnkənˈdensəbl
incondite,плОхо состАвленный,ɪnˈkɔndɪt
incondite,неотдЕланный,ɪnˈkɔndɪt
incongruity,несоотвЕтствие,ˌɪnkɔŋˈgru:ɪtɪ
incongruity,неумЕстность,ˌɪnkɔŋˈgru:ɪtɪ
incongruous,несоотвЕтственный,ɪnˈkɔŋgruəs
incongruous,неумЕстный,ɪnˈkɔŋgruəs
inconsecutive,непослЕдовательный,ˌɪnkənˈsekjutɪv
inconsequence,непослЕдовательность,ɪnˈkɔnsɪkwəns
inconsequent,непослЕдовательный,ɪnˈkɔnsɪkwənt
inconsequent,не относЯщийся к дЕлу,ɪnˈkɔnsɪkwənt
inconsequent,несущЕственный,ɪnˈkɔnsɪkwənt
inconsiderable,незначИтельный,ˌɪnkənˈsɪdərəbl
inconsiderate,необдУманный,ˌɪnkənˈsɪdərɪt
inconsiderate,невнимАтельный к другИм,ˌɪnkənˈsɪdərɪt
inconsistency,несовместИмость,ˌɪnkənˈsɪstənsɪ
inconsistent,несовместИмый,ˌɪnkənˈsɪstənt
inconsistent,непослЕдовательный,ˌɪnkənˈsɪstənt
inconsolable,безутЕшный,ˌɪnkənˈsəuləbl
inconsonant,несозвУчный,ɪnˈkɔnsənənt
inconspicuous,не привлекАющий внимАния,ˌɪnkənˈspɪkjuəs
inconstancy,непостоЯнство,ɪnˈkɔnstənsɪ
inconstant,непостоЯнный,ɪnˈkɔnstənt
inconsumable,неистребИмый,ˌɪnkənˈsju:məbl
inconsumable,не предназнАченный для потреблЕния,ˌɪnkənˈsju:məbl
incontestable,неоспорИмый,ˌɪnkənˈtestəbl
incontinence,несдЕржанность,ɪnˈkɔntɪnəns
incontinent,несдЕржанный,ɪnˈkɔntɪnənt
incontinent,невоздЕржанный,ɪnˈkɔntɪnənt
incontrovertible,неоспорИмый,ˈɪnkɔntrəˈvə:təbl
inconvenient,неудОбный,ˌɪnkənˈvi:njənt
inconversable,неразговОрчивый,ˌɪnkənˈvə:səbl
inconversant,несвЕдущий,ˌɪnkənˈvə:sənt
inconvertible,не подлежАщий свобОдному обмЕну,ˌɪnkənˈvə:təbl
inconvertible,не поддаЮщийся превращЕнию,ˌɪnkənˈvə:təbl
incoodination,отсУтствие координАции,ˈɪnkəuˌɔ:dɪˈneɪʃən
incoordinate,некоординИрованный,ˌɪnkəuˈɔ:dnɪt
incorporation,объединЕние,ɪnˌkɔ:pəˈreɪʃən
incorporation,корпорАция,ɪnˌkɔ:pəˈreɪʃən
incorporeal,бестелЕсный,ˌɪnkɔ:ˈpɔ:rɪəl
incorrect,непрАвильный,ˌɪnkəˈrekt
incorrect,некоррЕктный,ˌɪnkəˈrekt
incorrigible,неисправИмый,ɪnˈkɔrɪdʒəbl
incorrupt,неиспОрченный,ˌɪnkəˈrʌpt
incorrupt,неподкУпный,ˌɪnkəˈrʌpt
incorruptibility,неподвЕрженность пОрче,ˈɪnkəˌrʌptəˈbɪlɪtɪ
incorruptibility,неподкУпность,ˈɪnkəˌrʌptəˈbɪlɪtɪ
incorruptible,непОртящийся,ˌɪnkəˈrʌptəbl
incorruptible,неподкУпный,ˌɪnkəˈrʌptəbl
incredibility,неправдоподОбие,ɪnˌkredɪˈbɪlɪtɪ
incredible,неправдоподОбный,ɪnˈkredəbl
incredulity,недовЕрчивость,ˌɪnkrɪˈdju:lɪtɪ
incredulous,недовЕрчивый,ɪnˈkredjuləs
incremate,кремИровать,ˈɪnkrɪmeɪt
incremation,кремАция,ˌɪnkrɪˈmeɪʃən
increment,возрастАние,ˈɪnkrɪmənt
increment,приращЕние,ˈɪnkrɪmənt
increment,прИбыль,ˈɪnkrɪmənt
increscent,нарастАющий,ɪnˈkresənt
incriminate,обвинЯть в преступлЕнии,ɪnˈkrɪmɪneɪt
incriminatory,обвинИтельный,ɪnˈkrɪmɪnətərɪ
incrustation,образовАние корЫ,ˌɪnkrʌsˈteɪʃən
incrustation,инкрустАция,ˌɪnkrʌsˈteɪʃən
incubate,высИживать,ˈɪnkjubeɪt
incubate,вынАшивать,ˈɪnkjubeɪt
incubator,инкубАтор,ˈɪnkjubeɪtə
incubatory,инкубАторный,ˈɪnkjubeɪtərɪ
incubatory,инкубациОнный,ˈɪnkjubeɪtərɪ
incubus,дЕмон,ˈɪnkjubəs
incubus,кошмАр,ˈɪnkjubəs
inculcate,внедрЯть,ˈɪnkʌlkeɪt
inculcation,внедрЕние,ˌɪnkʌlˈkeɪʃən
inculpate,обвинЯть,ˈɪnkʌlpeɪt
inculpate,изобличАть,ˈɪnkʌlpeɪt
inculpation,обвинЕние,ˌɪnkʌlˈpeɪʃən
inculpation,изобличЕние,ˌɪnkʌlˈpeɪʃən
inculpatory,обвинИтельный,ɪnˈkʌlpətərɪ
incumbency,возлежАние,ɪnˈkʌmbənsɪ
incumbency,долг,ɪnˈkʌmbənsɪ
incunabula,инкунАбулы,ˌɪnkju:ˈnæbjulə
incunabula,перИод зарождЕния,ˌɪnkju:ˈnæbjulə
incur,потерпЕть убЫтки,ɪnˈkə:
incurability,неизлечИмость,ɪnˌkjuərəˈbɪlɪtɪ
incurability,неискоренИмость,ɪnˌkjuərəˈbɪlɪtɪ
incuriosity,отсУтствие любопЫтства,ɪnˌkjuərɪˈɔsɪtɪ
incurious,нелюбопЫтный,ɪnˈkjuərɪəs
incurious,невнимАтельный,ɪnˈkjuərɪəs
incursion,вторжЕние,ɪnˈkə:ʃən
incursion,внезАпное нападЕние,ɪnˈkə:ʃən
incurvation,сгибАние,ˌɪnkə:ˈveɪʃən
incurvation,изгИб,ˌɪnkə:ˈveɪʃən
incurve,сгибАться,ˈɪnˈkə:v
incurve,выгибАть,ˈɪnˈkə:v
incus,наковАльня,ˈɪŋkəs
indebted,находЯщийся в долгУ,ɪnˈdetɪd
indebtedness,задОлженность,ɪnˈdetɪdnɪs
indebtedness,сУмма дОлга,ɪnˈdetɪdnɪs
indebtedness,чУвство обЯзанности,ɪnˈdetɪdnɪs
indecency,неприлИчие,ɪnˈdi:snsɪ
indecent,неприлИчный,ɪnˈdi:snt
indecent,непорЯдочный,ɪnˈdi:snt
indecipherable,не поддаЮщийся расшифрОвке,ˌɪndɪˈsaɪfərəbl
indecipherable,неразбОрчивый,ˌɪndɪˈsaɪfərəbl
indecision,нерешИтельность,ˌɪndɪˈsɪʒən
indecisive,нерешАющий,ˌɪndɪˈsaɪsɪv
indecisive,нерешИтельный,ˌɪndɪˈsaɪsɪv
indecomposable,неразложИмый,ˈɪnˌdi:kəmˈpəuzəbl
indecomposable,неразлагАющийся,ˈɪnˌdi:kəmˈpəuzəbl
indecorous,нарушАющий прилИчия,ɪnˈdekərəs
indecorum,нарушЕние прилИчий,ˌɪndɪˈkɔ:rəm
indefatigable,неутомИмый,ˌɪndɪˈfætɪgəbl
indefatigable,неослАбный,ˌɪndɪˈfætɪgəbl
indefeasible,неотъЕмлемый,ˌɪndɪˈfi:zəbl
indefectible,безупрЕчный,ˌɪndɪˈfektəbl
indefectible,непОртящийся,ˌɪndɪˈfektəbl
indefensibility,невозмОжность защищАть,ˈɪndɪˌfensəˈbɪlɪtɪ
indefensible,незащищЁнный,ˌɪndɪˈfensəbl
indefensible,не могУщий быть опрАвданным,ˌɪndɪˈfensəbl
indefensible,недоказУемый,ˌɪndɪˈfensəbl
indefinable,неопределИмый,ˌɪndɪˈfaɪnəbl
indefinite,неогранИченный,ɪnˈdefɪnɪt
indelibility,неизгладИмость,ɪnˌdelɪˈbɪlɪtɪ
indelible,несмывАемый,ɪnˈdelɪbl
indelible,неизгладИмый,ɪnˈdelɪbl
indelicacy,неделикАтность,ɪnˈdelɪkəsɪ
indelicate,неделикАтный,ɪnˈdelɪkɪt
indemnification,возмещЕние,ɪnˌdemnɪfɪˈkeɪʃn
indemnify,обезопАсить,ɪnˈdemnɪfaɪ
indemnify,освободИть,ɪnˈdemnɪfaɪ
indemnify,компенсИровать,ɪnˈdemnɪfaɪ
indemnity,гарАнтия от убЫтков,ɪnˈdemnɪtɪ
indemnity,освобождЕние,ɪnˈdemnɪtɪ
indemnity,возмещЕние,ɪnˈdemnɪtɪ
indemnity,контрибУция,ɪnˈdemnɪtɪ
indemonstrable,недоказУемый,ɪnˈdemənstrəbl
indemonstrable,не трЕбующий доказАтельства,ɪnˈdemənstrəbl
indentation,вырЕзывание в вИде зубцОв,ˌɪndenˈteɪʃən
indentation,вдАвливание,ˌɪndenˈteɪʃən
independence,незавИсимость,ˌɪndɪˈpendəns
independence,самостоЯтельный дохОд,ˌɪndɪˈpendəns
independency,незавИсимое госудАрство,ˌɪndɪˈpendənsɪ
indescribable,неописУемый,ˌɪndɪsˈkraɪbəbl
indestructibility,неразрушИмость,ˈɪndɪsˌtrʌktəˈbɪlɪtɪ
indestructible,неразрушИмый,ˌɪndɪsˈtrʌktəbl
indeterminable,неопределИмый,ˌɪndɪˈtə:mɪnəbl
indeterminate,неопределЁнный,ˌɪndɪˈtə:mɪnɪt
indeterminate,нерешЁнный,ˌɪndɪˈtə:mɪnɪt
India paper,китАйская бумАга,ˈɪndjəˈpeɪpə
india-rubber,каучУк,ˈɪndjəˈrʌbə
india-rubber,резИнка для стирАния,ˈɪndjəˈrʌbə
Indian blue,индИго,ˈɪndjənˈblu:
Indian cane,бамбУк,ˈɪndjənˈkeɪn
Indian club,булавА,ˈɪndjənˈklʌb
Indian corn,маИс,ˈɪndjənˈkɔ:n
Indian ink,тушь,ˈɪndjənˈɪŋk
Indian summer,золотАя Осень,ˈɪndjənˈsʌmə
indicate,покАзывать,ˈɪndɪkeɪt
indicate,служИть прИзнаком,ˈɪndɪkeɪt
indication,указАние,ˌɪndɪˈkeɪʃən
indication,показАние,ˌɪndɪˈkeɪʃən
indication,симптОм,ˌɪndɪˈkeɪʃən
indication,показАния,ˌɪndɪˈkeɪʃən
indicative,изъявИтельное наклонЕние,ɪnˈdɪkətɪv
indicator,индикАтор,ˈɪndɪkeɪtə
indicator,указАтель,ˈɪndɪkeɪtə
indicator,счЁтчик,ˈɪndɪkeɪtə
indicator-diagram,индикАторная диагрАмма,ˈɪndɪkeɪtəˈdaɪəgræm
indicatory,указАтельный,ɪnˈdɪkətərɪ
indict,предъявлЯть обвинЕние,ɪnˈdaɪt
indictable,подлежАщий рассмотрЕнию в судЕ,ɪnˈdaɪtəbl
indictee,обвинЯемый,ˌɪndaɪˈti:
indictment,обвинИтельный акт,ɪnˈdaɪtmənt
indifference,безразлИчие,ɪnˈdɪfrəns
indifference,беспристрАстность,ɪnˈdɪfrəns
indifference,незначИтельность,ɪnˈdɪfrəns
indifference,посрЕдственность,ɪnˈdɪfrəns
indifferent,безразлИчный,ɪnˈdɪfrənt
indifferent,незаинтересОванный,ɪnˈdɪfrənt
indifferent,незначИтельный,ɪnˈdɪfrənt
indifferent,посрЕдственный,ɪnˈdɪfrənt
indigence,нуждА,ˈɪndɪdʒəns
indigene,тузЕмец,ˈɪndɪdʒi:n
indigene,мЕстное живОтное,ˈɪndɪdʒi:n
indigene,растЕние,ˈɪndɪdʒi:n
indigenous,тузЕмный,ɪnˈdɪdʒɪnəs
indigenous,прирОдный,ɪnˈdɪdʒɪnəs
indigent,нуждАющийся,ˈɪndɪdʒənt
indigested,неперевАренный,ˌɪndɪˈdʒestɪd
